,ddc,주류(한글),강목(한글),요목(한글),세목(한글)
183,082,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,영어로 된 일반 컬렉션
184,083,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,기타 게르만어의 일반 컬렉션
185,084,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,"프랑스어, 옥시탄어, 카탈로니아어로 된 일반 컬렉션"
186,085,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,"이탈리아어, 달마티아어, 루마니아어, 라에티어어, 사르디니아어, 코르시카어로 된 일반 컬렉션"
187,086,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,"스페인어, 포르투갈어, 갈리시아어로 된 일반 컬렉션"
188,087,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,슬라브어 일반 컬렉션
189,088,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,스칸디나비아 언어로 된 일반 컬렉션
190,089,"컴퓨터 과학, 정보 및 일반 작업",일반 컬렉션,특정 언어 및 언어 계열의 일반 컬렉션,다른 언어로 된 일반 컬렉션
191,090,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,"원고, 희귀서적, 기타 희귀 인쇄물","원고, 희귀서적, 기타 희귀 인쇄물"
192,090.288,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,"원고, 희귀서적, 기타 희귀 인쇄물",희귀도서--유지관리
193,090.75,"컴퓨터 과학, 정보 및 일반 작업",사본 및 희귀 도서,"원고, 희귀서적, 기타 희귀 인쇄물",희귀도서-수집
194,091,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,원고,원고
195,092,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,블록북,블록북
196,093,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,초기,초기
197,094,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,인쇄된 도서,인쇄된 도서
198,094.2,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,인쇄된 도서,초기 인쇄된 책
199,094.4,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,인쇄된 도서,스페셜 에디션
200,095,"컴퓨터 과학, 정보 및 일반 작업",사본 및 희귀 도서,제본으로 유명한 책,제본으로 유명한 책
201,096,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,일러스트레이션과 소재로 유명한 책,일러스트레이션과 소재로 유명한 책
202,096.1,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,일러스트레이션과 소재로 유명한 책,삽화로 유명한 책들
203,096.2,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,일러스트레이션과 소재로 유명한 책,소재로 유명한 책
204,097,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,소유권이나 출처가 유명한 도서,소유권이나 출처가 유명한 도서
205,098,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,"금지된 작품, 위조, 허위사실","금지된 저작물, 위조, 사기"
206,098.1,"컴퓨터 과학, 정보 및 일반 작업",사본 및 희귀 도서,"금지된 저작물, 위조, 사기",금지된 작품
207,098.3,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,"금지된 저작물, 위조, 사기",위조 및 사기
208,099,"컴퓨터 과학, 정보 및 일반 작업",원고 및 희귀 도서,형식이 주목할만한 책,형식이 주목할만한 책
209,100,철학 및 심리학,,철학과 심리학,"철학, 초심리학 및 신비주의, 심리학"
210,100,철학과 심리학,철학,"철학, 초심리학 및 신비주의, 심리학","철학, 초심리학 및 신비주의, 심리학"
211,101,철학 및 심리학,철학,철학이론,철학이론
212,102,철학 및 심리학,철학,철학의 잡다한 것,철학의 잡다한 것
213,103,철학 및 심리학,철학,"사전, 백과사전, 철학 용어집","사전, 백과사전, 철학 사전"
214,105,철학 및 심리학,철학,철학 연재물,철학 연재물
215,106,철학과 심리학,철학,철학의 조직과 경영,철학의 조직과 경영
216,107,철학 및 심리학,철학,"교육, 연구, 철학 관련 주제","교육, 연구, 철학 관련 주제"
217,108,철학 및 심리학,철학,사람들의 그룹,사람들의 그룹
218,108.2,철학 및 심리학,철학,사람들의 그룹,철학--여성
219,109,철학 및 심리학,철학,역사와 수집된 전기,역사와 수집된 전기
220,109.2,철학 및 심리학,철학,역사와 수집된 전기,전기 수집
221,110,철학 및 심리학,형이상학,형이상학,형이상학
222,110.92,철학 및 심리학,형이상학,형이상학,형이상학--전기
223,111,철학 및 심리학,형이상학,존재론,존재론
224,111.1,철학 및 심리학,형이상학,존재론,"존재, 본질, 실체, 우연"
225,111.2,철학 및 심리학,형이상학,존재론,유니버셜
226,111.5,철학 및 심리학,형이상학,존재론,"무(無), 무(無)"
227,111.6,철학 및 심리학,형이상학,존재론,유한하고 무한하다
228,111.8,철학 및 심리학,형이상학,존재론,존재의 속성
229,113,철학 및 심리학,형이상학,우주론(자연철학),우주론(자연철학)
230,113.8,철학 및 심리학,형이상학,우주론(자연철학),삶의 철학
231,114,철학 및 심리학,형이상학,공간,공간
232,115,철학 및 심리학,형이상학,시간,시간
233,116,철학 및 심리학,형이상학,변화,변화
234,117,철학 및 심리학,형이상학,구조,구조
235,118,철학 및 심리학,형이상학,힘과 에너지,힘과 에너지
236,119,철학 및 심리학,형이상학,숫자와 수량,개수 및 수량
237,120,철학 및 심리학,인식론,"인식론, 인과, 인류","인식론, 인과, 인류"
238,121,철학과 심리학,인식론,인식론(지식론),인식론(지식론)
239,121.2,철학 및 심리학,인식론,인식론(지식론),지식의 가능성과 한계
240,121.3,철학 및 심리학,인식론,인식론(지식론),"원산지, 출처, 지식 수단"
241,121.4,철학 및 심리학,인식론,인식론(지식론),지식의 구조
242,121.5,철학 및 심리학,인식론,인식론(지식론),의심과 부정
243,121.6,철학 및 심리학,인식론,인식론(지식론),문의 성격
244,121.7,철학 및 심리학,인식론,인식론(지식론),믿음
245,121.8,철학 및 심리학,인식론,인식론(지식론),가치와 가치론(공리론)
246,122,철학 및 심리학,인식론,원인,원인
247,122.0724,철학 및 심리학,인식론,원인,인과--철학--실험적 연구
248,123,철학 및 심리학,인식론,결정론과 비결정론,결정론과 비결정론
249,123.3,철학 및 심리학,인식론,결정론과 비결정론,가능성
250,123.5,철학과 심리학,인식론,결정론과 비결정론,자유
251,123.7,철학 및 심리학,인식론,결정론과 불확정론,필요성
252,124,철학 및 심리학,인식론,목적론,목적론
253,126,철학 및 심리학,인식론,자아,자아
254,127,철학 및 심리학,인식론,무의식과 잠재의식,무의식과 잠재의식
255,128,철학 및 심리학,인식론,인류,인류
256,128.1,철학 및 심리학,인식론,인류,영혼
257,128.2,철학 및 심리학,인식론,인류,정신
258,128.3,철학과 심리학,인식론,인류,속성 및 능력
259,128.4,철학 및 심리학,인식론,인류,인간의 행동과 경험
260,128.5,철학 및 심리학,인식론,인류,인간의 죽음
261,128.6,철학 및 심리학,인식론,인류,몸
262,129,철학 및 심리학,인식론,개인 영혼의 기원과 운명,개인 영혼의 기원과 운명
263,130,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의,초심리학과 신비주의
264,130.112,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의,예측 및 예측
265,130.3,철학과 심리학,초심리학 및 신비주의,초심리학과 신비주의,"신비주의--사전, . . ."
266,130.92,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의,"초심리학자, . . ."
267,131,철학 및 심리학,초심리학 및 신비주의,"웰빙, 행복, 성공을 달성하기 위한 초심리학적 및 신비로운 방법","웰빙, 행복, 성공을 달성하기 위한 초심리학적 및 신비로운 방법"
268,133,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,초심리학과 신비주의의 특정 주제
269,133[.01-133.09],철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,표준 세분
270,133.1,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,발현
271,133.2,철학과 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,"특정 사물의 초심리학적, 신비로운 측면"
272,133.3,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,점술
273,133.4,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,악마와 마법
274,133.5,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,점성학
275,133.6,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,손금 보기
276,133.8,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,심령 현상
277,133.9,철학 및 심리학,초심리학 및 신비주의,초심리학과 신비주의의 특정 주제,강신술
278,135,철학 및 심리학,초심리학 및 신비주의,꿈과 신비,꿈과 신비
279,135.3,철학 및 심리학,초심리학 및 신비주의,꿈과 신비,꿈
280,135.4,철학 및 심리학,초심리학 및 신비주의,꿈과 신비,"장미십자회, 신비주의, 카발라"
281,137,철학 및 심리학,초심리학 및 신비주의,점술적 필적학,점술적 필적학
282,138,철학 및 심리학,초심리학 및 신비주의,지형,지형
283,139,철학과 심리학,초심리학 및 신비주의,골상학,골상학
284,140,철학 및 심리학,철학적 사고 학교,특정 철학 학파와 관점,특정 철학 학파와 관점
285,141,철학과 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,이상주의와 관련 시스템 및 교리
286,141.2,철학 및 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,현대 플라톤주의와 신플라톤주의
287,141.3,철학 및 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,초월주의
288,141.4,철학 및 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,개인주의
289,141.5,철학 및 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,개인주의
290,141.6,철학 및 심리학,철학적 사고 학교,이상주의와 관련 시스템 및 교리,낭만주의
291,142,철학 및 심리학,철학적 사고 학교,비판철학,비판철학
292,142.3,철학과 심리학,철학적 사고 학교,비판철학,칸트주의
293,142.7,철학 및 심리학,철학적 사고 학교,비판철학,현상론
294,143,철학 및 심리학,철학적 사고 학교,베르그송주의와 직관주의,베르그송주의와 직관주의
295,144,철학 및 심리학,철학적 사고 학교,인본주의와 관련 시스템 및 교리,인본주의와 관련 시스템 및 교리
296,144.09,철학 및 심리학,철학적 사고 학교,인본주의와 관련 시스템 및 교리,인본주의-철학-역사
297,144.3,철학 및 심리학,철학적 사고 학교,인본주의와 관련 시스템 및 교리,참견
298,144.5,철학 및 심리학,철학적 사고 학교,인본주의와 관련 시스템 및 교리,도구주의
299,144.6,철학 및 심리학,철학적 사고 학교,인본주의와 관련 시스템 및 교리,공리주의
300,145,철학 및 심리학,철학적 사고 학교,감각론,감각론
301,146,철학과 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,자연주의와 관련 시스템 및 교리
302,146.3,철학 및 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,물질주의
303,146.4,철학 및 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,실증주의와 관련 시스템
304,146.5,철학 및 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,원자론
305,146.6,철학과 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,기구
306,146.7,철학 및 심리학,철학적 사고 학교,자연주의와 관련 시스템 및 교리,진화론과 과정철학
307,147,철학 및 심리학,철학적 사고 학교,범신론과 관련 체계 및 교리,범신론과 관련 체계 및 교리
308,147.3,철학 및 심리학,철학적 사고 학교,범신론과 관련 체계 및 교리,일원론
309,147.4,철학 및 심리학,철학 사상 학교,범신론과 관련 체계 및 교리,이원론과 다원론
310,148,철학 및 심리학,철학적 사고 학교,"교조주의, ​​절충주의, 자유주의, 종합주의, 전통주의","독단주의, 절충주의, 자유주의, 혼합주의, 전통주의"
311,149,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,다른 철학 체계와 교리
312,149.1,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,개념주의와 명목주의
313,149.2,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,실재론
314,149.3,철학 및 심리학,철학적 사고 학교,다른 철학 체계와 교리,비밀
315,149.5,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,낙천주의
316,149.6,철학 및 심리학,철학 사상 학교,기타 철학 체계 및 교리,염세주의
317,149.7,철학 및 심리학,철학적 사고 학교,다른 철학 체계와 교리,합리주의와 관련 시스템 및 교리
318,149.8,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,허무주의
319,149.9,철학 및 심리학,철학적 사고 학교,기타 철학 체계 및 교리,기타 시스템 및 교리
320,150,철학과 심리학,심리학,심리학,심리학
321,150.1,철학 및 심리학,심리학,심리학,"철학과 이론; 시스템, 관점"
322,150.2,철학 및 심리학,심리학,심리학,잡록
323,150.3,철학 및 심리학,심리학,심리학,"심리학--사전, . . ."
324,150.5,철학 및 심리학,심리학,심리학,심리학--연재물
325,150.7,철학 및 심리학,심리학,심리학,"교육, 연구, 관련 주제"
326,150.8,철학 및 심리학,심리학,심리학,사람들의 그룹
327,150.9,철학 및 심리학,심리학,심리학,"역사, 지리적 처리, 전기"
