,주류,강목,요목번호,요목명,세목번호,세목명
272,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.3,Divinatory arts
273,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.4,Demonology and witchcraft
274,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.5,Astrology
275,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.6,Palmistry
276,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.8,Psychic phenomena
277,Philosophy & psychology,Parapsychology & occultism,133,Specific topics in parapsychology and occultism,133.9,Spiritualism
278,Philosophy & psychology,Parapsychology & occultism,135,Dreams and mysteries,135,Dreams and mysteries
279,Philosophy & psychology,Parapsychology & occultism,135,Dreams and mysteries,135.3,Dreams
280,Philosophy & psychology,Parapsychology & occultism,135,Dreams and mysteries,135.4,"Rosicrucianism, Hermetism, cabala"
281,Philosophy & psychology,Parapsychology & occultism,137,Divinatory graphology,137,Divinatory graphology
282,Philosophy & psychology,Parapsychology & occultism,138,Physiognomy,138,Physiognomy
283,Philosophy & psychology,Parapsychology & occultism,139,Phrenology,139,Phrenology
284,Philosophy & psychology,Philosophical schools of thought,140,Specific philosophical schools and viewpoints,140,Specific philosophical schools and viewpoints
285,Philosophy & psychology,Philosophical schools of thought,141,Idealism and related systems and doctrines,141,Idealism and related systems and doctrines
286,Philosophy & psychology,Philosophical schools of thought,141,Idealism and related systems and doctrines,141.2,Modern Platonism and Neoplatonism
